time,torque,RPM,current,voltage
2.800640821456909,-0.00,0.00,-38.14,0.38
3.808659553527832,-0.00,0.00,-38.38,0.41
4.80055570602417,-0.00,0.00,-38.14,0.38
5.808152437210083,-0.00,0.00,-38.63,0.41
6.799795627593994,-0.00,0.00,-38.63,0.41
7.807354927062988,-0.00,0.00,-38.38,0.35
8.799370765686035,-0.00,0.00,-38.63,0.38
9.790892601013184,-0.00,0.00,-37.90,0.38
10.798633098602295,0.62,1380.00,-39.85,16.53
11.790393352508545,0.58,2140.00,-40.58,16.45
12.798011302947998,0.60,2140.00,-40.09,16.40
13.789728879928589,0.61,2140.00,-40.34,16.37
14.797207832336426,0.62,2140.00,-39.61,16.37
15.789034605026245,0.61,2140.00,-40.34,16.42
16.796376943588257,0.49,1858.14,-38.38,7.16
17.788376808166504,0.09,80.08,-38.87,0.41
18.780048370361328,0.17,0.00,-38.63,0.38
19.787538528442383,0.17,0.00,-38.38,0.38
20.779444694519043,0.16,0.00,-38.63,0.41
21.786922454833984,0.17,0.00,-38.38,0.41
22.77868938446045,0.30,0.00,-38.63,0.41
23.786055326461792,0.37,0.00,-38.63,0.41
24.77800154685974,0.37,0.00,-38.63,0.41
25.769619464874268,0.36,0.00,-38.38,0.38
26.7773380279541,0.35,0.00,-38.63,0.41
27.76889395713806,0.35,0.00,-38.38,0.38
28.77651023864746,0.35,0.00,-38.63,0.41
29.768260955810547,0.34,0.00,-38.63,0.41
30.775538682937622,0.34,0.00,-38.38,0.38
31.767452239990234,0.28,0.00,-38.87,0.41
32.759283781051636,0.28,0.00,-38.38,0.38
33.76694178581238,0.21,0.00,-38.63,0.43
34.83858680725098,0.17,0.00,-38.63,0.41
35.766141176223755,0.17,0.00,-38.38,0.41
36.75776124000549,0.17,0.00,-38.63,0.41
37.765308141708374,0.16,0.00,-38.38,0.41
38.757283449172974,0.15,0.00,-38.63,0.41
39.74907946586609,0.17,0.00,-38.63,0.43
40.756595611572266,0.18,0.00,-38.63,0.41
41.748255252838135,0.26,0.00,-38.38,0.38
42.75587821006775,0.28,0.00,-38.38,0.38
43.74757742881775,0.25,0.00,-38.63,0.38
44.75488495826721,0.24,0.00,-38.38,0.38
45.746766328811646,0.25,0.00,-38.38,0.38
46.73838019371033,0.31,0.00,-38.63,0.41
47.74616861343384,0.30,0.00,-38.63,0.41
48.737874269485474,0.30,0.00,-38.63,0.38
49.74553990364075,0.32,0.00,-38.63,0.41
50.737149477005005,0.33,0.00,-38.87,0.41
51.74474048614502,0.33,0.00,-38.87,0.41
52.73654627799988,0.32,0.00,-38.38,0.41
53.728161334991455,0.34,0.00,-38.63,0.41
54.735933780670166,0.32,0.00,-38.87,0.41
55.72744941711426,0.32,0.00,-38.63,0.41
56.73511457443237,0.31,0.00,-38.38,0.38
57.72696542739868,0.31,0.00,-38.87,0.41
58.73443055152893,0.32,0.00,-38.63,0.38
59.72625279426575,0.32,0.00,-38.38,0.41
60.71792912483215,0.31,0.00,-38.63,0.41
61.725630044937134,0.33,0.00,-38.87,0.41
62.71713471412659,0.35,0.00,-38.63,0.43
63.724714040756226,0.35,0.00,-38.38,0.41
64.71665048599243,0.36,0.00,-38.38,0.38
65.72413611412048,0.30,0.00,-38.38,0.38
66.71574068069458,0.28,0.00,-38.63,0.38
67.70737218856812,0.28,0.00,-38.87,0.41
68.71508288383484,0.28,0.00,-38.38,0.38
69.70695734024048,0.28,0.00,-38.38,0.38
70.71445512771606,0.28,0.00,-38.38,0.38
71.70621299743652,0.27,0.00,-38.38,0.43
72.71362495422363,0.24,0.00,-38.38,0.38
73.70522546768188,0.26,0.00,-38.63,0.38
