time,torque,RPM,current,voltage
2.8032376766204834,0.01,0.00,-37.63,0.51
3.7951767444610596,0.01,0.00,-37.60,0.38
4.786513805389404,0.01,0.00,-37.65,0.46
5.794285297393799,0.01,0.00,-37.60,0.51
6.785679578781128,0.01,0.00,-37.48,0.43
7.793503284454346,0.01,0.00,-37.55,0.51
8.785123348236084,0.01,0.00,-37.63,0.49
9.79259991645813,0.01,0.00,-37.55,0.38
10.784419059753418,0.01,0.00,-37.48,0.41
11.77593207359314,0.01,0.00,-37.58,0.49
12.783533573150635,0.01,0.00,-37.53,0.49
13.77524447441101,0.01,0.00,-37.63,0.41
14.782925605773926,0.01,0.00,-37.55,0.35
15.774433374404907,0.01,0.00,-37.63,0.46
16.782381057739258,0.01,0.00,-37.58,0.43
17.77414631843567,0.01,0.00,-37.50,0.43
18.765804290771484,0.01,0.00,-37.65,0.49
19.7733736038208,0.01,0.00,-37.58,0.41
20.765173196792603,0.01,0.00,-37.60,0.46
21.772663116455078,0.01,0.00,-37.53,0.41
22.764005184173584,0.01,0.00,-37.60,0.41
23.771794319152832,0.01,0.00,-37.60,0.54
