time,torque,RPM,current,voltage
2.788015127182007,0.01,0.00,-35.11,0.43
3.7956960201263428,0.01,0.00,-35.08,0.46
4.787357568740845,0.01,0.00,-35.06,0.46
5.7948737144470215,0.01,0.00,-35.08,0.46
6.786531686782837,0.01,0.00,-35.16,0.43
7.793975591659546,0.01,0.00,-35.11,0.46
8.785724878311157,0.01,0.00,-35.11,0.46
9.777357578277588,0.01,0.00,-35.11,0.38
10.785137414932251,0.01,0.00,-35.11,0.51
11.776800870895386,0.01,0.00,-35.21,0.46
12.784385204315186,0.01,0.00,-35.08,0.38
13.776102781295776,0.01,0.00,-35.11,0.46
14.783557653427124,0.01,0.00,-35.18,0.49
15.775266647338867,0.01,0.00,-35.11,0.46
16.782593250274658,0.01,0.00,-35.18,0.43
17.77451467514038,0.01,0.00,-35.11,0.49
18.766128301620483,0.01,0.00,-35.18,0.46
19.77368998527527,0.01,0.00,-35.11,0.51
20.765300989151,0.01,0.00,-35.08,0.49
21.77298617362976,0.01,0.00,-35.06,0.51
22.764734506607056,0.01,0.00,-35.18,0.41
23.772157669067383,0.01,0.00,-35.08,0.43
24.76399302482605,0.01,0.00,-35.08,0.41
25.755459785461426,0.01,0.00,-35.18,0.49
26.76319909095764,0.01,0.00,-35.13,0.41
