time,torque,RPM,current,voltage
2.8044912815093994,0.01,0.00,-37.38,0.46
3.796137571334839,0.01,0.00,-37.43,0.35
4.788116931915283,0.01,0.00,-37.50,0.38
5.795381784439087,0.01,0.00,-37.36,0.43
6.787295341491699,0.01,0.00,-37.38,0.38
7.794911861419678,0.01,0.00,-37.41,0.35
8.786562204360962,0.01,0.00,-37.41,0.51
9.793994426727295,0.01,0.00,-37.38,0.49
10.785911083221436,0.01,0.00,-37.41,0.46
11.777496814727783,0.01,0.00,-37.43,0.38
12.785213947296143,0.01,0.00,-37.43,0.41
13.776808977127075,0.01,0.00,-37.36,0.41
14.784322261810303,0.01,0.00,-37.38,0.41
15.776126146316528,0.01,0.00,-37.43,0.51
16.78339385986328,0.01,0.00,-37.33,0.49
17.775309324264526,0.01,0.00,-37.36,0.46
18.76663374900818,0.01,0.00,-37.36,0.35
19.774609565734863,0.01,0.00,-37.48,0.51
20.766216039657593,0.01,0.00,-37.43,0.51
21.773747205734253,0.01,0.00,-37.36,0.38
22.76553773880005,0.01,0.00,-37.46,0.41
